,District,Area,Year,Number
2211,ЖЫЛЫОЙСКИЙ РАЙОН,Всего,2017 год,153.0
2212,ЖЫЛЫОЙСКИЙ РАЙОН,Всего,2022 год,136.0
2213,ЖЫЛЫОЙСКИЙ РАЙОН,Всего,2021 год,141.0
2214,ЖЫЛЫОЙСКИЙ РАЙОН,Всего,2020 год,150.0
2215,ЖЫЛЫОЙСКИЙ РАЙОН,Всего,2023 год,144.0
2216,ИНДЕРСКИЙ РАЙОН,сельская местность,2019 год,49
2217,ИНДЕРСКИЙ РАЙОН,сельская местность,2018 год,55.0
2218,ИНДЕРСКИЙ РАЙОН,сельская местность,2009 год,56.0
2219,ИНДЕРСКИЙ РАЙОН,сельская местность,2011 год,35.0
2220,ИНДЕРСКИЙ РАЙОН,сельская местность,2016 год,45.0
2221,ИНДЕРСКИЙ РАЙОН,сельская местность,2010 год,57.0
2222,ИНДЕРСКИЙ РАЙОН,сельская местность,2015 год,67.0
2223,ИНДЕРСКИЙ РАЙОН,сельская местность,2013 год,62.0
2224,ИНДЕРСКИЙ РАЙОН,сельская местность,2014 год,69.0
2225,ИНДЕРСКИЙ РАЙОН,сельская местность,2012 год,46.0
2226,ИНДЕРСКИЙ РАЙОН,сельская местность,2017 год,67.0
2227,ИНДЕРСКИЙ РАЙОН,сельская местность,2022 год,42.0
2228,ИНДЕРСКИЙ РАЙОН,сельская местность,2021 год,51.0
2229,ИНДЕРСКИЙ РАЙОН,сельская местность,2020 год,58.0
2230,ИНДЕРСКИЙ РАЙОН,сельская местность,2023 год,33.0
2231,ИНДЕРСКИЙ РАЙОН,Всего,2019 год,49
2232,ИНДЕРСКИЙ РАЙОН,Всего,2018 год,55.0
2233,ИНДЕРСКИЙ РАЙОН,Всего,2009 год,56.0
2234,ИНДЕРСКИЙ РАЙОН,Всего,2011 год,35.0
2235,ИНДЕРСКИЙ РАЙОН,Всего,2016 год,45.0
2236,ИНДЕРСКИЙ РАЙОН,Всего,2010 год,57.0
2237,ИНДЕРСКИЙ РАЙОН,Всего,2015 год,67.0
2238,ИНДЕРСКИЙ РАЙОН,Всего,2013 год,62.0
2239,ИНДЕРСКИЙ РАЙОН,Всего,2014 год,69.0
2240,ИНДЕРСКИЙ РАЙОН,Всего,2012 год,46.0
2241,ИНДЕРСКИЙ РАЙОН,Всего,2017 год,67.0
2242,ИНДЕРСКИЙ РАЙОН,Всего,2022 год,42.0
2243,ИНДЕРСКИЙ РАЙОН,Всего,2021 год,51.0
2244,ИНДЕРСКИЙ РАЙОН,Всего,2020 год,58.0
2245,ИНДЕРСКИЙ РАЙОН,Всего,2023 год,33.0
2246,ИСАТАЙСКИЙ РАЙОН,сельская местность,2019 год,36
2247,ИСАТАЙСКИЙ РАЙОН,сельская местность,2018 год,32.0
2248,ИСАТАЙСКИЙ РАЙОН,сельская местность,2009 год,26.0
2249,ИСАТАЙСКИЙ РАЙОН,сельская местность,2011 год,24.0
2250,ИСАТАЙСКИЙ РАЙОН,сельская местность,2016 год,40.0
2251,ИСАТАЙСКИЙ РАЙОН,сельская местность,2010 год,25.0
2252,ИСАТАЙСКИЙ РАЙОН,сельская местность,2015 год,37.0
2253,ИСАТАЙСКИЙ РАЙОН,сельская местность,2013 год,34.0
2254,ИСАТАЙСКИЙ РАЙОН,сельская местность,2014 год,42.0
2255,ИСАТАЙСКИЙ РАЙОН,сельская местность,2012 год,35.0
2256,ИСАТАЙСКИЙ РАЙОН,сельская местность,2017 год,27.0
2257,ИСАТАЙСКИЙ РАЙОН,сельская местность,2022 год,26.0
2258,ИСАТАЙСКИЙ РАЙОН,сельская местность,2021 год,29.0
2259,ИСАТАЙСКИЙ РАЙОН,сельская местность,2020 год,24.0
2260,ИСАТАЙСКИЙ РАЙОН,сельская местность,2023 год,28.0
2261,ИСАТАЙСКИЙ РАЙОН,Всего,2019 год,36
2262,ИСАТАЙСКИЙ РАЙОН,Всего,2018 год,32.0
2263,ИСАТАЙСКИЙ РАЙОН,Всего,2009 год,26.0
2264,ИСАТАЙСКИЙ РАЙОН,Всего,2011 год,24.0
2265,ИСАТАЙСКИЙ РАЙОН,Всего,2016 год,40.0
2266,ИСАТАЙСКИЙ РАЙОН,Всего,2010 год,25.0
2267,ИСАТАЙСКИЙ РАЙОН,Всего,2015 год,37.0
2268,ИСАТАЙСКИЙ РАЙОН,Всего,2013 год,34.0
2269,ИСАТАЙСКИЙ РАЙОН,Всего,2014 год,42.0
2270,ИСАТАЙСКИЙ РАЙОН,Всего,2012 год,35.0
2271,ИСАТАЙСКИЙ РАЙОН,Всего,2017 год,27.0
2272,ИСАТАЙСКИЙ РАЙОН,Всего,2022 год,26.0
2273,ИСАТАЙСКИЙ РАЙОН,Всего,2021 год,29.0
2274,ИСАТАЙСКИЙ РАЙОН,Всего,2020 год,24.0
2275,ИСАТАЙСКИЙ РАЙОН,Всего,2023 год,28.0
2276,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2019 год,68
2277,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2018 год,82.0
2278,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2009 год,65.0
2279,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2011 год,93.0
2280,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2016 год,78.0
2281,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2010 год,86.0
2282,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2015 год,104.0
2283,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2013 год,107.0
2284,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2014 год,96.0
2285,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2012 год,82.0
2286,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2017 год,85.0
2287,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2022 год,81.0
2288,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2021 год,63.0
2289,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2020 год,63.0
2290,КУРМАНГАЗИНСКИЙ РАЙОН,сельская местность,2023 год,60.0
2291,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2019 год,68
2292,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2018 год,82.0
2293,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2009 год,65.0
2294,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2011 год,93.0
2295,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2016 год,78.0
2296,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2010 год,86.0
2297,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2015 год,104.0
2298,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2013 год,107.0
2299,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2014 год,96.0
2300,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2012 год,82.0
2301,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2017 год,85.0
2302,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2022 год,81.0
2303,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2021 год,63.0
2304,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2020 год,63.0
2305,КУРМАНГАЗИНСКИЙ РАЙОН,Всего,2023 год,60.0
2306,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2019 год,32
2307,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2018 год,27.0
2308,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2009 год,15.0
2309,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2011 год,36.0
2310,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2016 год,42.0
2311,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2010 год,25.0
2312,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2015 год,39.0
2313,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2013 год,35.0
2314,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2014 год,48.0
2315,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2012 год,39.0
2316,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2017 год,36.0
2317,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2022 год,30.0
2318,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2021 год,38.0
2319,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2020 год,32.0
2320,КЗЫЛКОГИНСКИЙ РАЙОН,сельская местность,2023 год,35.0
2321,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2019 год,32
2322,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2018 год,27.0
2323,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2009 год,15.0
2324,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2011 год,36.0
2325,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2016 год,42.0
2326,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2010 год,25.0
2327,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2015 год,39.0
2328,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2013 год,35.0
2329,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2014 год,48.0
2330,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2012 год,39.0
2331,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2017 год,36.0
2332,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2022 год,30.0
2333,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2021 год,38.0
2334,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2020 год,32.0
2335,КЗЫЛКОГИНСКИЙ РАЙОН,Всего,2023 год,35.0
2336,МАКАТСКИЙ РАЙОН,сельская местность,2019 год,48
2337,МАКАТСКИЙ РАЙОН,сельская местность,2018 год,41.0
2338,МАКАТСКИЙ РАЙОН,сельская местность,2009 год,45.0
2339,МАКАТСКИЙ РАЙОН,сельская местность,2011 год,67.0
2340,МАКАТСКИЙ РАЙОН,сельская местность,2016 год,57.0
2341,МАКАТСКИЙ РАЙОН,сельская местность,2010 год,72.0
2342,МАКАТСКИЙ РАЙОН,сельская местность,2015 год,39.0
2343,МАКАТСКИЙ РАЙОН,сельская местность,2013 год,63.0
2344,МАКАТСКИЙ РАЙОН,сельская местность,2014 год,62.0
2345,МАКАТСКИЙ РАЙОН,сельская местность,2012 год,72.0
2346,МАКАТСКИЙ РАЙОН,сельская местность,2017 год,47.0
2347,МАКАТСКИЙ РАЙОН,сельская местность,2022 год,30.0
2348,МАКАТСКИЙ РАЙОН,сельская местность,2021 год,61.0
2349,МАКАТСКИЙ РАЙОН,сельская местность,2020 год,55.0
2350,МАКАТСКИЙ РАЙОН,сельская местность,2023 год,28.0
2351,МАКАТСКИЙ РАЙОН,Всего,2019 год,48
2352,МАКАТСКИЙ РАЙОН,Всего,2018 год,41.0
2353,МАКАТСКИЙ РАЙОН,Всего,2009 год,45.0
2354,МАКАТСКИЙ РАЙОН,Всего,2011 год,67.0
2355,МАКАТСКИЙ РАЙОН,Всего,2016 год,57.0
2356,МАКАТСКИЙ РАЙОН,Всего,2010 год,72.0
2357,МАКАТСКИЙ РАЙОН,Всего,2015 год,39.0
2358,МАКАТСКИЙ РАЙОН,Всего,2013 год,63.0
2359,МАКАТСКИЙ РАЙОН,Всего,2014 год,62.0
2360,МАКАТСКИЙ РАЙОН,Всего,2012 год,72.0
2361,МАКАТСКИЙ РАЙОН,Всего,2017 год,47.0
2362,МАКАТСКИЙ РАЙОН,Всего,2022 год,30.0
2363,МАКАТСКИЙ РАЙОН,Всего,2021 год,61.0
2364,МАКАТСКИЙ РАЙОН,Всего,2020 год,55.0
2365,МАКАТСКИЙ РАЙОН,Всего,2023 год,28.0
2366,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2019 год,54
2367,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2018 год,51.0
2368,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2009 год,45.0
2369,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2011 год,53.0
2370,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2016 год,39.0
2371,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2010 год,55.0
2372,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2015 год,55.0
2373,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2013 год,55.0
2374,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2014 год,57.0
2375,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2012 год,67.0
2376,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2017 год,42.0
2377,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2022 год,36.0
2378,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2021 год,36.0
2379,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2020 год,38.0
2380,МАХАМБЕТСКИЙ РАЙОН,сельская местность,2023 год,42.0
2381,МАХАМБЕТСКИЙ РАЙОН,Всего,2019 год,54
2382,МАХАМБЕТСКИЙ РАЙОН,Всего,2018 год,51.0
2383,МАХАМБЕТСКИЙ РАЙОН,Всего,2009 год,45.0
2384,МАХАМБЕТСКИЙ РАЙОН,Всего,2011 год,53.0
2385,МАХАМБЕТСКИЙ РАЙОН,Всего,2016 год,39.0
2386,МАХАМБЕТСКИЙ РАЙОН,Всего,2010 год,55.0
2387,МАХАМБЕТСКИЙ РАЙОН,Всего,2015 год,55.0
2388,МАХАМБЕТСКИЙ РАЙОН,Всего,2013 год,55.0
2389,МАХАМБЕТСКИЙ РАЙОН,Всего,2014 год,57.0
2390,МАХАМБЕТСКИЙ РАЙОН,Всего,2012 год,67.0
2391,МАХАМБЕТСКИЙ РАЙОН,Всего,2017 год,42.0
2392,МАХАМБЕТСКИЙ РАЙОН,Всего,2022 год,36.0
2393,МАХАМБЕТСКИЙ РАЙОН,Всего,2021 год,36.0
2394,МАХАМБЕТСКИЙ РАЙОН,Всего,2020 год,38.0
2395,МАХАМБЕТСКИЙ РАЙОН,Всего,2023 год,42.0
2396,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2019 год,1572
2397,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2018 год,1425.0
2398,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2009 год,1087.0
2399,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2011 год,1174.0
2400,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2000 год,593.0
2401,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2005 год,899.0
2402,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2002 год,754.0
2403,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2001 год,736.0
2404,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2007 год,1004.0
2405,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2003 год,839.0
2406,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2008 год,987.0
2407,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2006 год,1088.0
2408,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2004 год,842.0
2409,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2016 год,1301.0
2410,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2010 год,1060.0
2411,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2015 год,1268.0
2412,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2013 год,1343.0
2413,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2014 год,1413.0
2414,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2012 год,1289.0
2415,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2017 год,1392.0
2416,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2022 год,999.0
2417,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2021 год,1188.0
2418,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2020 год,1340.0
2419,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,городская местность,2023 год,982.0
2420,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2019 год,659
2421,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2018 год,569.0
2422,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2009 год,415.0
2423,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2011 год,475.0
2424,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2000 год,275.0
2425,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2005 год,331.0
2426,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2002 год,368.0
2427,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2001 год,336.0
2428,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2007 год,414.0
2429,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2003 год,323.0
2430,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2008 год,364.0
2431,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2006 год,410.0
2432,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2004 год,342.0
2433,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2016 год,532.0
2434,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2010 год,427.0
2435,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2015 год,539.0
2436,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2013 год,600.0
2437,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2014 год,550.0
2438,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2012 год,505.0
2439,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2017 год,596.0
2440,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2022 год,490.0
2441,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2021 год,588.0
2442,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2020 год,580.0
2443,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,сельская местность,2023 год,493.0
2444,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2019 год,2231
2445,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2018 год,1994.0
2446,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2009 год,1502.0
2447,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2011 год,1649.0
2448,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2000 год,868.0
2449,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2005 год,1230.0
2450,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2002 год,1122.0
2451,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2001 год,1072.0
2452,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2007 год,1418.0
2453,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2003 год,1162.0
2454,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2008 год,1351.0
2455,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2006 год,1498.0
2456,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2004 год,1184.0
2457,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2016 год,1833.0
2458,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2010 год,1487.0
2459,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2015 год,1807.0
2460,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2013 год,1943.0
2461,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2014 год,1963.0
2462,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2012 год,1794.0
2463,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2017 год,1988.0
2464,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2022 год,1489.0
2465,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2021 год,1776.0
2466,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2020 год,1920.0
2467,ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Всего,2023 год,1475.0
2468,УРАЛЬСК Г.А.,городская местность,2019 год,1405
2469,УРАЛЬСК Г.А.,городская местность,2018 год,1262.0
2470,УРАЛЬСК Г.А.,городская местность,2009 год,913.0
2471,УРАЛЬСК Г.А.,городская местность,2011 год,1005.0
2472,УРАЛЬСК Г.А.,городская местность,2016 год,1159.0
2473,УРАЛЬСК Г.А.,городская местность,2010 год,886.0
2474,УРАЛЬСК Г.А.,городская местность,2015 год,1128.0
2475,УРАЛЬСК Г.А.,городская местность,2013 год,1199.0
2476,УРАЛЬСК Г.А.,городская местность,2014 год,1246.0
2477,УРАЛЬСК Г.А.,городская местность,2012 год,1119.0
2478,УРАЛЬСК Г.А.,городская местность,2017 год,1253.0
2479,УРАЛЬСК Г.А.,городская местность,2022 год,886.0
2480,УРАЛЬСК Г.А.,городская местность,2021 год,1055.0
2481,УРАЛЬСК Г.А.,городская местность,2020 год,1223.0
2482,УРАЛЬСК Г.А.,городская местность,2023 год,865.0
2483,УРАЛЬСК Г.А.,сельская местность,2022 год,14
2484,УРАЛЬСК Г.А.,сельская местность,2021 год,7.0
2485,УРАЛЬСК Г.А.,сельская местность,2020 год,10.0
2486,УРАЛЬСК Г.А.,сельская местность,2023 год,18.0
2487,УРАЛЬСК Г.А.,Всего,2019 год,1405
2488,УРАЛЬСК Г.А.,Всего,2018 год,1262.0
2489,УРАЛЬСК Г.А.,Всего,2009 год,913.0
2490,УРАЛЬСК Г.А.,Всего,2011 год,1005.0
2491,УРАЛЬСК Г.А.,Всего,2016 год,1159.0
2492,УРАЛЬСК Г.А.,Всего,2010 год,886.0
2493,УРАЛЬСК Г.А.,Всего,2015 год,1128.0
2494,УРАЛЬСК Г.А.,Всего,2013 год,1199.0
2495,УРАЛЬСК Г.А.,Всего,2014 год,1246.0
2496,УРАЛЬСК Г.А.,Всего,2012 год,1119.0
2497,УРАЛЬСК Г.А.,Всего,2017 год,1253.0
2498,УРАЛЬСК Г.А.,Всего,2022 год,900.0
2499,УРАЛЬСК Г.А.,Всего,2021 год,1062.0
2500,УРАЛЬСК Г.А.,Всего,2020 год,1233.0
2501,УРАЛЬСК Г.А.,Всего,2023 год,883.0
2502,АКЖАИКСКИЙ РАЙОН,сельская местность,2019 год,90
2503,АКЖАИКСКИЙ РАЙОН,сельская местность,2018 год,63.0
2504,АКЖАИКСКИЙ РАЙОН,сельская местность,2009 год,57.0
2505,АКЖАИКСКИЙ РАЙОН,сельская местность,2011 год,53.0
2506,АКЖАИКСКИЙ РАЙОН,сельская местность,2016 год,47.0
2507,АКЖАИКСКИЙ РАЙОН,сельская местность,2010 год,46.0
2508,АКЖАИКСКИЙ РАЙОН,сельская местность,2015 год,64.0
2509,АКЖАИКСКИЙ РАЙОН,сельская местность,2013 год,61.0
2510,АКЖАИКСКИЙ РАЙОН,сельская местность,2014 год,69.0
2511,АКЖАИКСКИЙ РАЙОН,сельская местность,2012 год,48.0
2512,АКЖАИКСКИЙ РАЙОН,сельская местность,2017 год,57.0
2513,АКЖАИКСКИЙ РАЙОН,сельская местность,2022 год,52.0
2514,АКЖАИКСКИЙ РАЙОН,сельская местность,2021 год,79.0
2515,АКЖАИКСКИЙ РАЙОН,сельская местность,2020 год,70.0
2516,АКЖАИКСКИЙ РАЙОН,сельская местность,2023 год,55.0
2517,АКЖАИКСКИЙ РАЙОН,Всего,2019 год,90
2518,АКЖАИКСКИЙ РАЙОН,Всего,2018 год,63.0
2519,АКЖАИКСКИЙ РАЙОН,Всего,2009 год,57.0
2520,АКЖАИКСКИЙ РАЙОН,Всего,2011 год,53.0
2521,АКЖАИКСКИЙ РАЙОН,Всего,2016 год,47.0
2522,АКЖАИКСКИЙ РАЙОН,Всего,2010 год,46.0
2523,АКЖАИКСКИЙ РАЙОН,Всего,2015 год,64.0
2524,АКЖАИКСКИЙ РАЙОН,Всего,2013 год,61.0
2525,АКЖАИКСКИЙ РАЙОН,Всего,2014 год,69.0
2526,АКЖАИКСКИЙ РАЙОН,Всего,2012 год,48.0
2527,АКЖАИКСКИЙ РАЙОН,Всего,2017 год,57.0
2528,АКЖАИКСКИЙ РАЙОН,Всего,2022 год,52.0
2529,АКЖАИКСКИЙ РАЙОН,Всего,2021 год,79.0
2530,АКЖАИКСКИЙ РАЙОН,Всего,2020 год,70.0
2531,АКЖАИКСКИЙ РАЙОН,Всего,2023 год,55.0
2532,БУРЛИНСКИЙ РАЙОН,городская местность,2019 год,167
2533,БУРЛИНСКИЙ РАЙОН,городская местность,2018 год,163.0
2534,БУРЛИНСКИЙ РАЙОН,городская местность,2009 год,174.0
2535,БУРЛИНСКИЙ РАЙОН,городская местность,2011 год,169.0
2536,БУРЛИНСКИЙ РАЙОН,городская местность,2016 год,142.0
2537,БУРЛИНСКИЙ РАЙОН,городская местность,2010 год,174.0
2538,БУРЛИНСКИЙ РАЙОН,городская местность,2015 год,140.0
2539,БУРЛИНСКИЙ РАЙОН,городская местность,2013 год,144.0
2540,БУРЛИНСКИЙ РАЙОН,городская местность,2014 год,167.0
2541,БУРЛИНСКИЙ РАЙОН,городская местность,2012 год,170.0
2542,БУРЛИНСКИЙ РАЙОН,городская местность,2017 год,139.0
2543,БУРЛИНСКИЙ РАЙОН,городская местность,2022 год,113.0
2544,БУРЛИНСКИЙ РАЙОН,городская местность,2021 год,133.0
2545,БУРЛИНСКИЙ РАЙОН,городская местность,2020 год,117.0
2546,БУРЛИНСКИЙ РАЙОН,городская местность,2023 год,117.0
2547,БУРЛИНСКИЙ РАЙОН,сельская местность,2019 год,83
