terms/0,terms/1,termNames/0,termNames/1,periods/0/name,periods/0/date,periods/0/value,periods/1/name,periods/1/date,periods/1/value,periods/2/name,periods/2/date,periods/2/value,periods/3/name,periods/3/date,periods/3/value,periods/4/name,periods/4/date,periods/4/value,periods/5/name,periods/5/date,periods/5/value,periods/6/name,periods/6/date,periods/6/value,periods/7/name,periods/7/date,periods/7/value,periods/8/name,periods/8/date,periods/8/value,periods/9/name,periods/9/date,periods/9/value,periods/10/name,periods/10/date,periods/10/value,periods/11/name,periods/11/date,periods/11/value,periods/12/name,periods/12/date,periods/12/value,periods/13/name,periods/13/date,periods/13/value,periods/14/name,periods/14/date,periods/14/value,periods/15/name,periods/15/date,periods/15/value,periods/16/name,periods/16/date,periods/16/value,periods/17/name,periods/17/date,periods/17/value,periods/18/name,periods/18/date,periods/18/value,periods/19/name,periods/19/date,periods/19/value,periods/20/name,periods/20/date,periods/20/value,periods/21/name,periods/21/date,periods/21/value,periods/22/name,periods/22/date,periods/22/value,periods/23/name,periods/23/date,periods/23/value
247791,533590,СТЕПНОГОРСК Г.А.,сельская местность,2019 год,31.12.2019,7,2018 год,31.12.2018,3,2016 год,31.12.2016,6,2015 год,31.12.2015,1,2013 год,31.12.2013,1,2017 год,31.12.2017,4,2022 год,31.12.2022,5,2021 год,31.12.2021,8,2020 год,31.12.2020,8,2023 год,31.12.2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,741917,АККОЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,111,2018 год,31.12.2018,86,2009 год,31.12.2009,62,2011 год,31.12.2011,87,2016 год,31.12.2016,66,2010 год,31.12.2010,63,2015 год,31.12.2015,85,2013 год,31.12.2013,89,2014 год,31.12.2014,83,2012 год,31.12.2012,88,2017 год,31.12.2017,89,2022 год,31.12.2022,69,2021 год,31.12.2021,58,2020 год,31.12.2020,76,2023 год,31.12.2023,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,533589,АККОЛЬСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,82,2018 год,31.12.2018,67,2009 год,31.12.2009,49,2011 год,31.12.2011,68,2016 год,31.12.2016,52,2010 год,31.12.2010,46,2015 год,31.12.2015,61,2013 год,31.12.2013,74,2014 год,31.12.2014,69,2012 год,31.12.2012,68,2017 год,31.12.2017,69,2022 год,31.12.2022,56,2021 год,31.12.2021,47,2020 год,31.12.2020,58,2023 год,31.12.2023,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,533590,АККОЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,29,2018 год,31.12.2018,19,2009 год,31.12.2009,13,2011 год,31.12.2011,19,2016 год,31.12.2016,14,2010 год,31.12.2010,17,2015 год,31.12.2015,24,2013 год,31.12.2013,15,2014 год,31.12.2014,14,2012 год,31.12.2012,20,2017 год,31.12.2017,20,2022 год,31.12.2022,13,2021 год,31.12.2021,11,2020 год,31.12.2020,18,2023 год,31.12.2023,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
247855,741917,АРШАЛЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,82,2018 год,31.12.2018,101,2009 год,31.12.2009,40,2011 год,31.12.2011,73,2016 год,31.12.2016,82,2010 год,31.12.2010,53,2015 год,31.12.2015,75,2013 год,31.12.2013,58,2014 год,31.12.2014,82,2012 год,31.12.2012,78,2017 год,31.12.2017,94,2022 год,31.12.2022,71,2021 год,31.12.2021,90,2020 год,31.12.2020,66,2023 год,31.12.2023,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
247855,533590,АРШАЛЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,82,2018 год,31.12.2018,101,2009 год,31.12.2009,40,2011 год,31.12.2011,73,2016 год,31.12.2016,82,2010 год,31.12.2010,53,2015 год,31.12.2015,75,2013 год,31.12.2013,58,2014 год,31.12.2014,82,2012 год,31.12.2012,78,2017 год,31.12.2017,94,2022 год,31.12.2022,71,2021 год,31.12.2021,90,2020 год,31.12.2020,66,2023 год,31.12.2023,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
247904,741917,АСТРАХАНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,86,2018 год,31.12.2018,64,2009 год,31.12.2009,64,2011 год,31.12.2011,70,2016 год,31.12.2016,47,2010 год,31.12.2010,64,2015 год,31.12.2015,78,2013 год,31.12.2013,72,2014 год,31.12.2014,80,2012 год,31.12.2012,60,2017 год,31.12.2017,74,2022 год,31.12.2022,48,2021 год,31.12.2021,58,2020 год,31.12.2020,60,2023 год,31.12.2023,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
247904,533590,АСТРАХАНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,86,2018 год,31.12.2018,64,2009 год,31.12.2009,64,2011 год,31.12.2011,70,2016 год,31.12.2016,47,2010 год,31.12.2010,64,2015 год,31.12.2015,78,2013 год,31.12.2013,72,2014 год,31.12.2014,80,2012 год,31.12.2012,60,2017 год,31.12.2017,74,2022 год,31.12.2022,48,2021 год,31.12.2021,58,2020 год,31.12.2020,60,2023 год,31.12.2023,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,741917,АТБАСАРСКИЙ РАЙОН,Всего,2019 год,31.12.2019,178,2018 год,31.12.2018,188,2009 год,31.12.2009,126,2011 год,31.12.2011,178,2016 год,31.12.2016,145,2010 год,31.12.2010,166,2015 год,31.12.2015,199,2013 год,31.12.2013,175,2014 год,31.12.2014,196,2012 год,31.12.2012,210,2017 год,31.12.2017,164,2022 год,31.12.2022,120,2021 год,31.12.2021,155,2020 год,31.12.2020,179,2023 год,31.12.2023,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,533589,АТБАСАРСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,137,2018 год,31.12.2018,146,2009 год,31.12.2009,102,2011 год,31.12.2011,124,2016 год,31.12.2016,111,2010 год,31.12.2010,134,2015 год,31.12.2015,150,2013 год,31.12.2013,134,2014 год,31.12.2014,152,2012 год,31.12.2012,157,2017 год,31.12.2017,137,2022 год,31.12.2022,85,2021 год,31.12.2021,116,2020 год,31.12.2020,143,2023 год,31.12.2023,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,533590,АТБАСАРСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,41,2018 год,31.12.2018,42,2009 год,31.12.2009,24,2011 год,31.12.2011,54,2016 год,31.12.2016,34,2010 год,31.12.2010,32,2015 год,31.12.2015,49,2013 год,31.12.2013,41,2014 год,31.12.2014,44,2012 год,31.12.2012,53,2017 год,31.12.2017,27,2022 год,31.12.2022,35,2021 год,31.12.2021,39,2020 год,31.12.2020,36,2023 год,31.12.2023,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,741917,БУЛАНДЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,89,2018 год,31.12.2018,71,2009 год,31.12.2009,73,2011 год,31.12.2011,60,2016 год,31.12.2016,85,2010 год,31.12.2010,55,2015 год,31.12.2015,77,2013 год,31.12.2013,73,2014 год,31.12.2014,66,2012 год,31.12.2012,76,2017 год,31.12.2017,77,2022 год,31.12.2022,81,2021 год,31.12.2021,78,2020 год,31.12.2020,90,2023 год,31.12.2023,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,533589,БУЛАНДЫНСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,68,2018 год,31.12.2018,48,2009 год,31.12.2009,49,2011 год,31.12.2011,52,2016 год,31.12.2016,59,2010 год,31.12.2010,38,2015 год,31.12.2015,57,2013 год,31.12.2013,46,2014 год,31.12.2014,48,2012 год,31.12.2012,59,2017 год,31.12.2017,58,2022 год,31.12.2022,59,2021 год,31.12.2021,60,2020 год,31.12.2020,71,2023 год,31.12.2023,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,533590,БУЛАНДЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,21,2018 год,31.12.2018,23,2009 год,31.12.2009,24,2011 год,31.12.2011,8,2016 год,31.12.2016,26,2010 год,31.12.2010,17,2015 год,31.12.2015,20,2013 год,31.12.2013,27,2014 год,31.12.2014,18,2012 год,31.12.2012,17,2017 год,31.12.2017,19,2022 год,31.12.2022,22,2021 год,31.12.2021,18,2020 год,31.12.2020,19,2023 год,31.12.2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
248076,741917,ЕГИНДЫКОЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,23,2018 год,31.12.2018,21,2009 год,31.12.2009,11,2011 год,31.12.2011,18,2016 год,31.12.2016,22,2010 год,31.12.2010,16,2015 год,31.12.2015,17,2013 год,31.12.2013,23,2014 год,31.12.2014,22,2012 год,31.12.2012,25,2017 год,31.12.2017,11,2022 год,31.12.2022,14,2021 год,31.12.2021,27,2020 год,31.12.2020,27,2023 год,31.12.2023,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
248076,533590,ЕГИНДЫКОЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,23,2018 год,31.12.2018,21,2009 год,31.12.2009,11,2011 год,31.12.2011,18,2016 год,31.12.2016,22,2010 год,31.12.2010,16,2015 год,31.12.2015,17,2013 год,31.12.2013,23,2014 год,31.12.2014,22,2012 год,31.12.2012,25,2017 год,31.12.2017,11,2022 год,31.12.2022,14,2021 год,31.12.2021,27,2020 год,31.12.2020,27,2023 год,31.12.2023,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,741917,РАЙОН БИРЖАН САЛ,Всего,2019 год,31.12.2019,27,2018 год,31.12.2018,28,2009 год,31.12.2009,30,2011 год,31.12.2011,40,2016 год,31.12.2016,35,2010 год,31.12.2010,41,2015 год,31.12.2015,37,2013 год,31.12.2013,37,2014 год,31.12.2014,34,2012 год,31.12.2012,42,2017 год,31.12.2017,38,2022 год,31.12.2022,16,2021 год,31.12.2021,25,2020 год,31.12.2020,23,2023 год,31.12.2023,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,533589,РАЙОН БИРЖАН САЛ,городская местность,2019 год,31.12.2019,10,2018 год,31.12.2018,14,2009 год,31.12.2009,16,2011 год,31.12.2011,24,2016 год,31.12.2016,15,2010 год,31.12.2010,18,2015 год,31.12.2015,18,2013 год,31.12.2013,18,2014 год,31.12.2014,19,2012 год,31.12.2012,22,2017 год,31.12.2017,20,2022 год,31.12.2022,8,2021 год,31.12.2021,11,2020 год,31.12.2020,13,2023 год,31.12.2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,533590,РАЙОН БИРЖАН САЛ,сельская местность,2019 год,31.12.2019,17,2018 год,31.12.2018,14,2009 год,31.12.2009,14,2011 год,31.12.2011,16,2016 год,31.12.2016,20,2010 год,31.12.2010,23,2015 год,31.12.2015,19,2013 год,31.12.2013,19,2014 год,31.12.2014,15,2012 год,31.12.2012,20,2017 год,31.12.2017,18,2022 год,31.12.2022,8,2021 год,31.12.2021,14,2020 год,31.12.2020,10,2023 год,31.12.2023,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,741917,ЕРЕЙМЕНТАУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,83,2018 год,31.12.2018,92,2009 год,31.12.2009,63,2011 год,31.12.2011,51,2016 год,31.12.2016,99,2010 год,31.12.2010,79,2015 год,31.12.2015,94,2013 год,31.12.2013,89,2014 год,31.12.2014,80,2012 год,31.12.2012,62,2017 год,31.12.2017,87,2022 год,31.12.2022,65,2021 год,31.12.2021,65,2020 год,31.12.2020,54,2023 год,31.12.2023,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,533589,ЕРЕЙМЕНТАУСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,62,2018 год,31.12.2018,67,2009 год,31.12.2009,53,2011 год,31.12.2011,38,2016 год,31.12.2016,56,2010 год,31.12.2010,57,2015 год,31.12.2015,65,2013 год,31.12.2013,86,2014 год,31.12.2014,70,2012 год,31.12.2012,49,2017 год,31.12.2017,60,2022 год,31.12.2022,45,2021 год,31.12.2021,42,2020 год,31.12.2020,37,2023 год,31.12.2023,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,533590,ЕРЕЙМЕНТАУСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,21,2018 год,31.12.2018,25,2009 год,31.12.2009,10,2011 год,31.12.2011,13,2016 год,31.12.2016,43,2010 год,31.12.2010,22,2015 год,31.12.2015,29,2013 год,31.12.2013,3,2014 год,31.12.2014,10,2012 год,31.12.2012,13,2017 год,31.12.2017,27,2022 год,31.12.2022,20,2021 год,31.12.2021,23,2020 год,31.12.2020,17,2023 год,31.12.2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,741917,ЕСИЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,88,2018 год,31.12.2018,94,2009 год,31.12.2009,65,2011 год,31.12.2011,93,2016 год,31.12.2016,94,2010 год,31.12.2010,69,2015 год,31.12.2015,107,2013 год,31.12.2013,92,2014 год,31.12.2014,100,2012 год,31.12.2012,104,2017 год,31.12.2017,95,2022 год,31.12.2022,70,2021 год,31.12.2021,66,2020 год,31.12.2020,77,2023 год,31.12.2023,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,533589,ЕСИЛЬСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,62,2018 год,31.12.2018,55,2009 год,31.12.2009,42,2011 год,31.12.2011,59,2016 год,31.12.2016,55,2010 год,31.12.2010,41,2015 год,31.12.2015,71,2013 год,31.12.2013,92,2014 год,31.12.2014,72,2012 год,31.12.2012,61,2017 год,31.12.2017,57,2022 год,31.12.2022,41,2021 год,31.12.2021,42,2020 год,31.12.2020,49,2023 год,31.12.2023,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,533590,ЕСИЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,26,2018 год,31.12.2018,39,2009 год,31.12.2009,23,2011 год,31.12.2011,34,2016 год,31.12.2016,39,2010 год,31.12.2010,28,2015 год,31.12.2015,36,2014 год,31.12.2014,28,2012 год,31.12.2012,43,2017 год,31.12.2017,38,2022 год,31.12.2022,29,2021 год,31.12.2021,24,2020 год,31.12.2020,28,2023 год,31.12.2023,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248322,741917,ЖАКСЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,55,2018 год,31.12.2018,49,2009 год,31.12.2009,33,2011 год,31.12.2011,28,2016 год,31.12.2016,48,2010 год,31.12.2010,45,2015 год,31.12.2015,47,2013 год,31.12.2013,54,2014 год,31.12.2014,54,2012 год,31.12.2012,48,2017 год,31.12.2017,53,2022 год,31.12.2022,33,2021 год,31.12.2021,42,2020 год,31.12.2020,53,2023 год,31.12.2023,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
248322,533590,ЖАКСЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,55,2018 год,31.12.2018,49,2009 год,31.12.2009,33,2011 год,31.12.2011,28,2016 год,31.12.2016,48,2010 год,31.12.2010,45,2015 год,31.12.2015,47,2013 год,31.12.2013,54,2014 год,31.12.2014,54,2012 год,31.12.2012,48,2017 год,31.12.2017,53,2022 год,31.12.2022,33,2021 год,31.12.2021,42,2020 год,31.12.2020,53,2023 год,31.12.2023,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,741917,ЖАРКАИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,64,2018 год,31.12.2018,70,2009 год,31.12.2009,39,2011 год,31.12.2011,28,2016 год,31.12.2016,52,2010 год,31.12.2010,37,2015 год,31.12.2015,54,2013 год,31.12.2013,43,2014 год,31.12.2014,40,2012 год,31.12.2012,35,2017 год,31.12.2017,49,2022 год,31.12.2022,25,2021 год,31.12.2021,50,2020 год,31.12.2020,61,2023 год,31.12.2023,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,533589,ЖАРКАИНСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,49,2018 год,31.12.2018,48,2009 год,31.12.2009,25,2011 год,31.12.2011,22,2016 год,31.12.2016,42,2010 год,31.12.2010,27,2015 год,31.12.2015,39,2013 год,31.12.2013,29,2014 год,31.12.2014,21,2012 год,31.12.2012,24,2017 год,31.12.2017,30,2022 год,31.12.2022,17,2021 год,31.12.2021,32,2020 год,31.12.2020,41,2023 год,31.12.2023,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,533590,ЖАРКАИНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,15,2018 год,31.12.2018,22,2009 год,31.12.2009,14,2011 год,31.12.2011,6,2016 год,31.12.2016,10,2010 год,31.12.2010,10,2015 год,31.12.2015,15,2013 год,31.12.2013,14,2014 год,31.12.2014,19,2012 год,31.12.2012,11,2017 год,31.12.2017,19,2022 год,31.12.2022,8,2021 год,31.12.2021,18,2020 год,31.12.2020,20,2023 год,31.12.2023,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
248433,741917,ЗЕРЕНДИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,104,2018 год,31.12.2018,97,2009 год,31.12.2009,76,2011 год,31.12.2011,86,2016 год,31.12.2016,84,2010 год,31.12.2010,97,2015 год,31.12.2015,96,2013 год,31.12.2013,97,2014 год,31.12.2014,96,2012 год,31.12.2012,112,2017 год,31.12.2017,99,2022 год,31.12.2022,74,2021 год,31.12.2021,86,2020 год,31.12.2020,85,2023 год,31.12.2023,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
248433,533590,ЗЕРЕНДИНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,104,2018 год,31.12.2018,97,2009 год,31.12.2009,76,2011 год,31.12.2011,86,2016 год,31.12.2016,84,2010 год,31.12.2010,97,2015 год,31.12.2015,96,2013 год,31.12.2013,97,2014 год,31.12.2014,96,2012 год,31.12.2012,112,2017 год,31.12.2017,99,2022 год,31.12.2022,74,2021 год,31.12.2021,86,2020 год,31.12.2020,85,2023 год,31.12.2023,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
248558,741917,КОРГАЛЖЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,11,2018 год,31.12.2018,11,2009 год,31.12.2009,12,2011 год,31.12.2011,13,2016 год,31.12.2016,19,2010 год,31.12.2010,8,2015 год,31.12.2015,21,2013 год,31.12.2013,17,2014 год,31.12.2014,12,2012 год,31.12.2012,10,2017 год,31.12.2017,18,2022 год,31.12.2022,6,2021 год,31.12.2021,12,2020 год,31.12.2020,14,2023 год,31.12.2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
248558,533590,КОРГАЛЖЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,11,2018 год,31.12.2018,11,2009 год,31.12.2009,12,2011 год,31.12.2011,13,2016 год,31.12.2016,19,2010 год,31.12.2010,8,2015 год,31.12.2015,21,2013 год,31.12.2013,17,2014 год,31.12.2014,12,2012 год,31.12.2012,10,2017 год,31.12.2017,18,2022 год,31.12.2022,6,2021 год,31.12.2021,12,2020 год,31.12.2020,14,2023 год,31.12.2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
248592,741917,САНДЫКТАУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,69,2018 год,31.12.2018,77,2009 год,31.12.2009,65,2011 год,31.12.2011,83,2016 год,31.12.2016,51,2010 год,31.12.2010,65,2015 год,31.12.2015,58,2013 год,31.12.2013,54,2014 год,31.12.2014,75,2012 год,31.12.2012,103,2017 год,31.12.2017,47,2022 год,31.12.2022,46,2021 год,31.12.2021,42,2020 год,31.12.2020,54,2023 год,31.12.2023,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
248592,533590,САНДЫКТАУСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,69,2018 год,31.12.2018,77,2009 год,31.12.2009,65,2011 год,31.12.2011,83,2016 год,31.12.2016,51,2010 год,31.12.2010,65,2015 год,31.12.2015,58,2013 год,31.12.2013,54,2014 год,31.12.2014,75,2012 год,31.12.2012,103,2017 год,31.12.2017,47,2022 год,31.12.2022,46,2021 год,31.12.2021,42,2020 год,31.12.2020,54,2023 год,31.12.2023,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
248655,741917,ЦЕЛИНОГРАДСКИЙ РАЙОН,Всего,2019 год,31.12.2019,187,2018 год,31.12.2018,113,2009 год,31.12.2009,59,2011 год,31.12.2011,76,2016 год,31.12.2016,121,2010 год,31.12.2010,74,2015 год,31.12.2015,143,2013 год,31.12.2013,127,2014 год,31.12.2014,108,2012 год,31.12.2012,84,2017 год,31.12.2017,152,2022 год,31.12.2022,103,2021 год,31.12.2021,169,2020 год,31.12.2020,143,2023 год,31.12.2023,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
248655,533590,ЦЕЛИНОГРАДСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,187,2018 год,31.12.2018,113,2009 год,31.12.2009,59,2011 год,31.12.2011,76,2016 год,31.12.2016,121,2010 год,31.12.2010,74,2015 год,31.12.2015,143,2013 год,31.12.2013,127,2014 год,31.12.2014,108,2012 год,31.12.2012,84,2017 год,31.12.2017,152,2022 год,31.12.2022,103,2021 год,31.12.2021,169,2020 год,31.12.2020,143,2023 год,31.12.2023,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
248729,741917,ШОРТАНДИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,102,2018 год,31.12.2018,80,2009 год,31.12.2009,68,2011 год,31.12.2011,73,2016 год,31.12.2016,74,2010 год,31.12.2010,76,2015 год,31.12.2015,98,2013 год,31.12.2013,96,2014 год,31.12.2014,114,2012 год,31.12.2012,118,2017 год,31.12.2017,100,2022 год,31.12.2022,73,2021 год,31.12.2021,59,2020 год,31.12.2020,64,2023 год,31.12.2023,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
248729,533590,ШОРТАНДИНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,102,2018 год,31.12.2018,80,2009 год,31.12.2009,68,2011 год,31.12.2011,73,2016 год,31.12.2016,74,2010 год,31.12.2010,76,2015 год,31.12.2015,98,2013 год,31.12.2013,96,2014 год,31.12.2014,114,2012 год,31.12.2012,118,2017 год,31.12.2017,100,2022 год,31.12.2022,73,2021 год,31.12.2021,59,2020 год,31.12.2020,64,2023 год,31.12.2023,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
248775,741917,БУРАБАЙСКИЙ РАЙОН,Всего,2019 год,31.12.2019,332,2018 год,31.12.2018,268,2009 год,31.12.2009,224,2011 год,31.12.2011,271,2016 год,31.12.2016,244,2010 год,31.12.2010,220,2015 год,31.12.2015,264,2013 год,31.12.2013,290,2014 год,31.12.2014,268,2012 год,31.12.2012,271,2017 год,31.12.2017,304,2022 год,31.12.2022,178,2021 год,31.12.2021,184,2020 год,31.12.2020,191,2023 год,31.12.2023,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
248775,533589,БУРАБАЙСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,249,2018 год,31.12.2018,200,2009 год,31.12.2009,173,2011 год,31.12.2011,204,2016 год,31.12.2016,178,2010 год,31.12.2010,154,2015 год,31.12.2015,204,2013 год,31.12.2013,237,2014 год,31.12.2014,209,2012 год,31.12.2012,193,2017 год,31.12.2017,236,2022 год,31.12.2022,120,2021 год,31.12.2021,141,2020 год,31.12.2020,140,2023 год,31.12.2023,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
248775,533590,БУРАБАЙСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,83,2018 год,31.12.2018,68,2009 год,31.12.2009,51,2011 год,31.12.2011,67,2016 год,31.12.2016,66,2010 год,31.12.2010,66,2015 год,31.12.2015,60,2013 год,31.12.2013,53,2014 год,31.12.2014,59,2012 год,31.12.2012,78,2017 год,31.12.2017,68,2022 год,31.12.2022,58,2021 год,31.12.2021,43,2020 год,31.12.2020,51,2023 год,31.12.2023,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
248876,741917,АКТОБЕ Г.А.,Всего,2019 год,31.12.2019,1797,2018 год,31.12.2018,1598,2009 год,31.12.2009,1179,2011 год,31.12.2011,1356,2016 год,31.12.2016,1697,2010 год,31.12.2010,1257,2015 год,31.12.2015,1680,2013 год,31.12.2013,1564,2014 год,31.12.2014,1632,2012 год,31.12.2012,1445,2017 год,31.12.2017,1812,2022 год,31.12.2022,1442,2021 год,31.12.2021,1469,2020 год,31.12.2020,1299,2023 год,31.12.2023,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,
248876,533589,АКТОБЕ Г.А.,городская местность,2019 год,31.12.2019,1797,2018 год,31.12.2018,1598,2009 год,31.12.2009,1179,2011 год,31.12.2011,1356,2016 год,31.12.2016,1697,2010 год,31.12.2010,1257,2015 год,31.12.2015,1680,2013 год,31.12.2013,1564,2014 год,31.12.2014,1632,2012 год,31.12.2012,1445,2017 год,31.12.2017,1812,2022 год,31.12.2022,1442,2021 год,31.12.2021,1469,2020 год,31.12.2020,1299,2023 год,31.12.2023,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,
248919,741917,АЛГИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,110,2018 год,31.12.2018,120,2009 год,31.12.2009,60,2011 год,31.12.2011,84,2016 год,31.12.2016,113,2010 год,31.12.2010,74,2015 год,31.12.2015,108,2013 год,31.12.2013,99,2014 год,31.12.2014,118,2012 год,31.12.2012,121,2017 год,31.12.2017,107,2022 год,31.12.2022,88,2021 год,31.12.2021,137,2020 год,31.12.2020,100,2023 год,31.12.2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
248919,533589,АЛГИНСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,110,2018 год,31.12.2018,120,2009 год,31.12.2009,60,2011 год,31.12.2011,84,2016 год,31.12.2016,113,2010 год,31.12.2010,74,2015 год,31.12.2015,108,2013 год,31.12.2013,99,2014 год,31.12.2014,118,2012 год,31.12.2012,121,2017 год,31.12.2017,107,2022 год,31.12.2022,57,2021 год,31.12.2021,99,2020 год,31.12.2020,91,2023 год,31.12.2023,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
248919,533590,АЛГИНСКИЙ РАЙОН,сельская местность,2022 год,31.12.2022,31,2021 год,31.12.2021,38,2020 год,31.12.2020,9,2023 год,31.12.2023,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249006,741917,АЙТЕКЕБИЙСКИЙ РАЙОН,Всего,2019 год,31.12.2019,35,2018 год,31.12.2018,37,2009 год,31.12.2009,30,2011 год,31.12.2011,24,2016 год,31.12.2016,30,2010 год,31.12.2010,23,2015 год,31.12.2015,45,2013 год,31.12.2013,33,2014 год,31.12.2014,45,2012 год,31.12.2012,36,2017 год,31.12.2017,34,2022 год,31.12.2022,22,2021 год,31.12.2021,32,2020 год,31.12.2020,22,2023 год,31.12.2023,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
249006,533590,АЙТЕКЕБИЙСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,35,2018 год,31.12.2018,37,2009 год,31.12.2009,30,2011 год,31.12.2011,24,2016 год,31.12.2016,30,2010 год,31.12.2010,23,2015 год,31.12.2015,45,2013 год,31.12.2013,33,2014 год,31.12.2014,45,2012 год,31.12.2012,36,2017 год,31.12.2017,34,2022 год,31.12.2022,22,2021 год,31.12.2021,32,2020 год,31.12.2020,22,2023 год,31.12.2023,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
